Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHPI Total,NHPI Male,NHPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Douglas,53017,2020,85+,770,319,451,722,308,415,0,0,0,6,3,3,9,1,8,0,0,0,33,8,25
Douglas,53017,2020,Total,"42,938","21,628","21,311","35,313","17,659","17,654",233,123,110,998,498,500,490,211,279,98,45,53,"5,806","3,092","2,714"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Ferry,53019,2020,0-4,319,145,174,204,98,106,0,0,0,80,36,43,0,0,0,0,0,0,36,11,25
Ferry,53019,2020,5-9,418,229,188,253,135,118,0,0,0,105,56,48,0,0,0,0,0,0,60,38,22
Ferry,53019,2020,10-14,378,174,203,215,113,102,0,0,0,104,41,63,0,0,0,0,0,0,58,20,38
Ferry,53019,2020,15-19,365,207,157,182,104,78,3,3,0,116,57,59,3,1,2,0,0,0,61,42,19
Ferry,53019,2020,20-24,253,135,118,148,82,66,1,0,1,61,33,28,1,0,1,4,4,0,38,15,23
Ferry,53019,2020,25-29,257,129,128,163,79,84,4,2,2,77,38,39,0,0,0,2,0,2,11,10,1
Ferry,53019,2020,30-34,362,183,178,242,129,114,2,0,1,92,36,56,7,2,5,1,1,0,18,16,2
Ferry,53019,2020,35-39,322,167,155,191,84,107,3,3,0,90,51,39,0,0,0,0,0,0,38,28,10
Ferry,53019,2020,40-44,423,206,216,291,146,145,4,2,2,90,35,55,2,0,2,2,2,0,33,21,12
Ferry,53019,2020,45-49,371,185,185,274,122,152,2,2,0,63,38,25,4,3,1,0,0,0,27,20,7
Ferry,53019,2020,50-54,377,169,207,266,121,145,0,0,0,77,27,50,4,2,2,0,0,0,29,19,10
Ferry,53019,2020,55-59,549,262,286,404,184,220,0,0,0,106,57,49,4,0,4,2,0,2,33,20,13
Ferry,53019,2020,60-64,667,353,313,534,279,255,4,4,0,98,48,50,7,6,1,0,0,0,25,16,8
Ferry,53019,2020,65-69,776,395,382,689,346,342,3,3,0,53,27,26,1,0,1,0,0,0,29,17,12
Ferry,53019,2020,70-74,612,319,292,540,295,245,1,0,1,34,20,14,10,2,8,0,0,0,28,2,25
Ferry,53019,2020,75-79,374,200,173,331,171,160,0,0,0,20,13,8,3,3,0,0,0,0,19,14,5
Ferry,53019,2020,80-84,207,124,83,174,108,66,1,1,0,21,5,15,0,0,0,0,0,0,12,10,2
Ferry,53019,2020,85+,150,60,90,103,35,67,0,0,0,35,19,16,8,6,2,0,0,0,5,0,5
Ferry,53019,2020,Total,"7,178","3,646","3,532","5,204","2,633","2,572",28,20,8,"1,322",639,683,54,25,29,11,7,4,559,321,238
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Franklin,53021,2020,0-4,"7,826","3,962","3,864","5,589","2,875","2,713",75,38,37,116,58,57,77,36,41,46,24,21,"1,925",930,994
Franklin,53021,2020,5-9,"8,533","4,257","4,276","6,331","3,061","3,270",98,54,45,136,68,68,141,72,69,56,25,30,"1,772",977,795
Franklin,53021,2020,10-14,"9,025","4,655","4,370","6,413","3,270","3,143",136,81,55,158,83,74,136,77,59,34,25,8,"2,150","1,119","1,031"
Franklin,53021,2020,15-19,"8,158","4,183","3,975","6,144","3,184","2,960",130,63,68,184,95,89,157,85,73,43,13,30,"1,500",744,756
Franklin,53021,2020,20-24,"6,729","3,674","3,055","5,022","2,701","2,321",157,117,40,117,58,59,96,54,43,32,10,23,"1,304",734,570
Franklin,53021,2020,25-29,"6,828","3,686","3,142","5,361","2,790","2,571",167,127,40,114,68,46,115,37,78,29,18,11,"1,042",646,397
Franklin,53021,2020,30-34,"7,214","3,829","3,385","5,563","2,910","2,653",178,142,36,188,114,73,155,62,92,35,22,13,"1,095",578,517
Franklin,53021,2020,35-39,"7,272","3,837","3,435","5,933","3,095","2,837",190,150,40,200,119,80,171,73,99,19,12,7,760,388,372
Franklin,53021,2020,40-44,"6,520","3,370","3,150","5,167","2,652","2,515",183,140,42,156,86,70,188,75,113,37,34,2,791,383,408
Franklin,53021,2020,45-49,"5,506","2,859","2,647","4,302","2,255","2,047",183,132,51,117,56,60,167,70,97,27,9,18,711,337,374
Franklin,53021,2020,50-54,"4,763","2,524","2,239","3,744","1,953","1,791",154,113,40,112,66,45,167,88,79,19,9,10,568,295,272
Franklin,53021,2020,55-59,"4,598","2,345","2,253","3,678","1,886","1,792",153,93,60,85,51,33,135,48,87,24,8,16,524,259,265
Franklin,53021,2020,60-64,"4,173","2,082","2,091","3,477","1,721","1,757",143,79,64,111,60,51,156,73,83,24,12,12,262,138,124
Franklin,53021,2020,65-69,"3,601","1,862","1,739","3,055","1,608","1,447",75,45,30,38,23,15,110,57,53,14,9,5,309,120,189
Franklin,53021,2020,70-74,"2,606","1,276","1,330","2,247","1,076","1,171",68,34,34,35,24,10,43,15,29,8,0,8,205,127,78
Franklin,53021,2020,75-79,"1,597",768,829,"1,401",659,741,39,28,11,30,14,17,38,17,21,3,0,2,86,49,37
Franklin,53021,2020,80-84,958,483,475,796,412,384,26,10,16,24,9,15,19,14,5,3,0,2,90,37,53
Franklin,53021,2020,85+,837,342,495,744,304,440,17,7,10,18,11,7,23,4,19,1,0,1,33,16,18
Franklin,53021,2020,Total,"96,749","49,997","46,752","74,965","38,413","36,552","2,173","1,453",720,"1,936","1,067",869,"2,094",955,"1,139",453,232,221,"15,128","7,877","7,251"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Garfield,53023,2020,0-4,127,66,61,106,49,57,2,0,2,6,6,0,0,0,0,0,0,0,13,10,3
Garfield,53023,2020,5-9,155,81,73,141,75,66,0,0,0,3,3,0,0,0,0,0,0,0,10,4,6
Garfield,53023,2020,10-14,137,67,70,124,67,57,0,0,0,1,0,1,0,0,0,0,0,0,11,0,11
Garfield,53023,2020,15-19,116,56,60,109,54,55,0,0,0,1,0,1,0,0,0,0,0,0,6,2,4
Garfield,53023,2020,20-24,83,52,32,70,49,21,1,0,1,0,0,0,0,0,0,0,0,0,12,3,9
Garfield,53023,2020,25-29,101,54,47,84,44,40,0,0,0,3,3,0,3,0,3,0,0,0,11,6,4
Garfield,53023,2020,30-34,112,48,64,97,38,59,1,1,0,0,0,0,4,0,4,0,0,0,10,9,1
Garfield,53023,2020,35-39,109,51,58,107,49,58,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Garfield,53023,2020,40-44,139,74,65,119,67,52,5,5,0,1,1,0,0,0,0,0,0,0,14,2,13
Garfield,53023,2020,45-49,125,69,56,121,65,56,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
Garfield,53023,2020,50-54,112,46,66,108,45,63,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2
Garfield,53023,2020,55-59,168,76,92,153,74,78,0,0,0,1,0,1,1,0,1,0,0,0,13,2,11
Garfield,53023,2020,60-64,198,108,91,198,108,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2020,65-69,222,106,116,210,100,110,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6
Garfield,53023,2020,70-74,155,80,74,154,80,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Garfield,53023,2020,75-79,112,64,48,112,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2020,80-84,58,24,34,57,23,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Garfield,53023,2020,85+,58,39,19,57,39,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Garfield,53023,2020,Total,"2,286","1,161","1,125","2,127","1,090","1,037",9,6,3,18,14,4,11,1,10,0,0,0,121,49,72
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grant,53025,2020,0-4,"7,084","3,623","3,461","5,506","2,716","2,790",73,33,40,151,83,68,95,33,63,13,8,6,"1,245",751,494
Grant,53025,2020,5-9,"8,071","3,993","4,078","6,545","3,177","3,368",113,66,47,156,94,62,48,23,25,6,4,2,"1,203",628,575
Grant,53025,2020,10-14,"8,359","4,258","4,101","6,564","3,370","3,194",90,44,46,169,81,88,80,41,39,7,0,6,"1,450",722,728
Grant,53025,2020,15-19,"7,453","3,835","3,618","6,110","3,067","3,043",69,33,36,194,91,103,60,21,39,17,15,3,"1,002",607,395
Grant,53025,2020,20-24,"6,144","3,379","2,765","5,010","2,748","2,262",93,56,38,138,95,43,59,28,31,8,4,4,835,449,387
Grant,53025,2020,25-29,"6,695","3,638","3,057","5,572","3,065","2,507",61,34,27,166,94,72,68,40,28,21,8,13,807,398,409
Grant,53025,2020,30-34,"6,815","3,590","3,225","5,608","2,884","2,725",64,40,24,175,112,63,155,81,73,9,7,2,804,466,338
Grant,53025,2020,35-39,"6,384","3,375","3,009","5,357","2,870","2,488",99,54,45,135,46,90,142,71,70,11,5,6,639,329,310
Grant,53025,2020,40-44,"5,848","2,912","2,936","4,892","2,429","2,463",92,56,36,160,84,76,99,45,54,14,8,7,591,290,300
Grant,53025,2020,45-49,"5,403","2,775","2,628","4,320","2,197","2,123",130,72,58,139,72,67,110,60,50,10,3,8,694,371,323
Grant,53025,2020,50-54,"5,269","2,714","2,555","4,391","2,250","2,141",136,76,60,209,106,103,100,51,49,8,5,3,425,226,199
Grant,53025,2020,55-59,"5,671","2,927","2,744","4,641","2,392","2,249",128,86,43,225,114,111,90,47,43,4,2,2,582,285,297
Grant,53025,2020,60-64,"5,454","2,749","2,705","4,707","2,390","2,317",120,63,58,180,78,101,52,23,30,5,4,1,390,191,199
Grant,53025,2020,65-69,"4,783","2,435","2,348","4,140","2,104","2,036",94,58,36,90,49,41,91,33,59,1,1,0,367,191,176
Grant,53025,2020,70-74,"3,898","1,878","2,020","3,470","1,668","1,802",41,27,14,74,36,38,39,18,21,4,1,3,270,128,142
Grant,53025,2020,75-79,"2,706","1,309","1,397","2,482","1,209","1,273",44,30,14,41,20,21,19,8,12,1,1,0,118,41,77
Grant,53025,2020,80-84,"1,543",732,811,"1,392",653,739,26,10,16,19,12,8,14,4,9,1,1,0,91,52,39
Grant,53025,2020,85+,"1,543",651,892,"1,433",611,822,29,8,21,16,2,13,18,12,7,2,0,1,46,17,28
Grant,53025,2020,Total,"99,123","50,773","48,350","82,141","41,800","40,341","1,503",845,658,"2,438","1,271","1,167","1,339",638,701,144,76,68,"11,558","6,142","5,416"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Grays Harbor,53027,2020,0-4,"3,741","1,905","1,836","2,688","1,384","1,305",39,17,22,348,180,169,41,18,23,7,1,6,618,306,312
Grays Harbor,53027,2020,5-9,"4,139","2,156","1,983","2,912","1,527","1,385",37,21,16,361,184,177,29,18,10,2,1,1,799,405,394
Grays Harbor,53027,2020,10-14,"4,567","2,316","2,251","3,321","1,691","1,630",61,33,29,434,211,224,45,22,24,15,3,12,689,357,333
Grays Harbor,53027,2020,15-19,"4,231","2,149","2,082","3,105","1,582","1,523",43,12,31,384,190,194,49,27,22,15,11,4,634,327,307
Grays Harbor,53027,2020,20-24,"3,572","1,939","1,633","2,754","1,501","1,253",66,59,8,270,121,149,68,43,24,16,10,6,399,206,193
Grays Harbor,53027,2020,25-29,"3,971","2,137","1,834","3,116","1,649","1,467",99,76,24,291,144,147,63,32,31,12,9,3,391,229,163
Grays Harbor,53027,2020,30-34,"4,628","2,481","2,147","3,702","1,983","1,719",141,118,23,321,159,162,68,31,37,20,6,13,376,183,193
Grays Harbor,53027,2020,35-39,"4,687","2,455","2,232","3,809","1,970","1,839",105,93,12,331,182,149,69,28,41,9,4,5,363,177,186
Grays Harbor,53027,2020,40-44,"4,457","2,449","2,008","3,603","1,941","1,662",130,104,26,267,155,111,94,47,47,8,1,6,356,200,156
Grays Harbor,53027,2020,45-49,"4,303","2,322","1,981","3,510","1,883","1,627",95,75,19,289,175,114,74,27,47,8,5,3,328,158,170
Grays Harbor,53027,2020,50-54,"4,679","2,397","2,282","3,978","2,024","1,954",58,55,3,230,129,101,89,37,52,6,5,1,319,148,171
Grays Harbor,53027,2020,55-59,"5,494","2,792","2,702","4,771","2,418","2,353",59,52,7,245,123,123,100,39,62,5,3,2,313,157,157
Grays Harbor,53027,2020,60-64,"6,122","3,016","3,106","5,524","2,726","2,798",59,49,9,197,91,106,95,46,48,14,6,8,233,98,136
Grays Harbor,53027,2020,65-69,"6,058","2,961","3,097","5,526","2,654","2,872",61,43,18,151,93,58,91,44,47,6,2,4,222,125,98
Grays Harbor,53027,2020,70-74,"4,894","2,394","2,500","4,511","2,203","2,307",18,11,7,122,54,68,65,21,44,6,5,0,173,99,73
Grays Harbor,53027,2020,75-79,"2,939","1,473","1,466","2,763","1,381","1,381",3,2,1,47,21,26,45,30,15,5,5,0,76,33,43
Grays Harbor,53027,2020,80-84,"1,718",791,927,"1,619",765,854,7,5,3,36,9,27,10,0,10,0,0,0,45,12,33
Grays Harbor,53027,2020,85+,"1,436",581,855,"1,358",563,795,1,0,1,16,5,11,13,1,12,2,1,1,46,11,35
Grays Harbor,53027,2020,Total,"75,636","38,714","36,922","62,568","31,844","30,724","1,082",826,256,"4,340","2,224","2,116","1,109",512,597,156,79,77,"6,381","3,229","3,152"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Island,53029,2020,0-4,"4,477","2,298","2,179","3,029","1,529","1,500",204,120,84,33,7,25,145,75,71,18,9,10,"1,047",558,489
Island,53029,2020,5-9,"4,479","2,295","2,184","3,021","1,575","1,447",151,61,90,40,28,13,183,94,89,40,28,12,"1,044",511,533
Island,53029,2020,10-14,"4,252","2,170","2,082","3,046","1,600","1,446",128,57,71,43,19,25,195,94,101,26,17,10,813,384,429
Island,53029,2020,15-19,"4,080","2,110","1,970","2,935","1,498","1,437",152,99,53,54,32,21,209,92,116,40,25,16,690,363,327
Island,53029,2020,20-24,"5,157","2,877","2,280","3,673","2,032","1,640",441,265,176,80,49,31,268,148,120,48,33,15,648,350,298
Island,53029,2020,25-29,"5,756","3,133","2,623","4,201","2,313","1,887",407,229,178,54,23,31,358,190,168,51,29,22,686,349,337
Island,53029,2020,30-34,"5,446","2,819","2,627","4,126","2,136","1,990",277,171,106,72,42,30,310,139,171,39,15,24,622,316,306
Island,53029,2020,35-39,"4,920","2,556","2,364","3,906","2,057","1,850",194,121,72,47,28,19,315,122,193,30,15,15,428,213,215
Island,53029,2020,40-44,"4,201","2,078","2,123","3,310","1,649","1,660",120,77,43,58,29,30,261,83,178,31,12,19,421,228,193
Island,53029,2020,45-49,"4,026","2,040","1,986","3,203","1,695","1,508",108,61,47,51,28,23,252,87,166,19,5,14,393,164,228
Island,53029,2020,50-54,"4,605","2,216","2,389","3,815","1,871","1,944",76,47,30,37,19,18,293,90,203,32,9,23,352,180,172
Island,53029,2020,55-59,"5,908","2,722","3,186","5,007","2,334","2,673",93,49,43,61,39,22,373,126,247,26,7,19,348,167,182
Island,53029,2020,60-64,"6,833","3,087","3,746","6,018","2,747","3,271",70,33,37,46,17,30,325,101,225,34,15,19,339,175,164
Island,53029,2020,65-69,"7,456","3,452","4,004","6,818","3,184","3,634",45,30,15,57,29,27,210,71,140,23,14,9,303,124,179
Island,53029,2020,70-74,"6,602","3,155","3,447","6,100","2,950","3,150",35,24,11,35,23,12,210,60,150,13,0,13,209,98,111
Island,53029,2020,75-79,"4,350","2,057","2,293","4,079","1,941","2,138",26,16,10,16,8,8,132,49,83,3,1,2,94,42,52
Island,53029,2020,80-84,"2,316","1,106","1,210","2,133","1,041","1,092",9,9,0,20,5,15,82,19,63,3,3,0,69,29,40
Island,53029,2020,85+,"1,993",863,"1,130","1,861",807,"1,054",11,3,8,6,1,5,62,17,46,0,0,0,53,35,17
Island,53029,2020,Total,"86,857","43,034","43,823","70,280","34,959","35,321","2,546","1,473","1,073",810,425,385,"4,184","1,655","2,529",478,236,242,"8,559","4,287","4,272"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jefferson,53031,2020,0-4,997,546,450,788,433,355,7,2,5,52,19,33,10,7,3,7,2,5,134,83,50
Jefferson,53031,2020,5-9,"1,126",581,544,832,440,392,16,8,8,39,19,21,16,4,12,3,1,3,219,110,109
Jefferson,53031,2020,10-14,"1,187",609,577,871,479,392,12,10,2,49,26,23,28,10,18,5,0,5,220,83,137
Jefferson,53031,2020,15-19,"1,108",579,528,900,463,437,5,3,1,50,30,20,14,4,9,1,1,0,138,77,61
Jefferson,53031,2020,20-24,870,460,410,684,375,309,5,0,5,52,22,30,26,11,15,0,0,0,103,51,52
Jefferson,53031,2020,25-29,"1,194",602,591,949,479,470,27,24,2,41,18,22,29,7,21,0,0,0,148,73,75
Jefferson,53031,2020,30-34,"1,519",776,742,"1,258",634,624,20,20,0,39,16,22,41,17,24,1,1,0,160,88,71
Jefferson,53031,2020,35-39,"1,633",851,781,"1,414",737,677,11,10,1,35,17,18,19,5,13,11,5,6,143,77,66
Jefferson,53031,2020,40-44,"1,499",783,715,"1,253",668,584,21,19,2,45,19,26,40,12,28,1,1,0,139,65,74
Jefferson,53031,2020,45-49,"1,439",707,731,"1,239",616,623,14,11,3,35,16,18,49,25,23,2,2,0,100,37,64
Jefferson,53031,2020,50-54,"1,766",880,885,"1,544",785,759,9,9,0,47,13,33,32,6,27,6,6,0,128,62,66
Jefferson,53031,2020,55-59,"2,372","1,090","1,283","2,147",986,"1,161",21,15,5,45,21,23,30,7,23,2,0,2,128,60,68
Jefferson,53031,2020,60-64,"3,429","1,511","1,918","3,137","1,363","1,775",13,5,8,61,26,34,49,21,28,5,4,1,163,92,71
Jefferson,53031,2020,65-69,"4,099","1,968","2,131","3,784","1,841","1,943",23,11,13,40,20,19,54,9,45,2,0,2,196,87,109
Jefferson,53031,2020,70-74,"3,865","1,841","2,024","3,668","1,745","1,923",12,10,2,39,17,22,26,8,18,4,4,0,116,58,59
Jefferson,53031,2020,75-79,"2,575","1,306","1,270","2,451","1,249","1,202",5,3,2,15,8,7,17,9,8,3,3,0,85,35,50
Jefferson,53031,2020,80-84,"1,260",639,620,"1,222",618,604,2,2,0,9,4,6,14,8,6,1,1,0,11,6,4
Jefferson,53031,2020,85+,"1,042",479,562,975,458,516,2,0,2,9,7,2,18,1,17,0,0,0,38,13,25
Jefferson,53031,2020,Total,"32,977","16,211","16,766","29,116","14,369","14,747",226,162,64,699,318,381,512,174,338,56,31,25,"2,368","1,157","1,211"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
King,53033,2020,0-4,"122,257","62,517","59,740","57,229","29,312","27,917","10,870","5,449","5,421","1,318",618,700,"24,358","12,501","11,857","1,777",928,849,"26,706","13,710","12,996"
King,53033,2020,5-9,"128,816","66,073","62,743","62,341","31,972","30,370","11,526","5,889","5,637","1,611",848,763,"25,699","13,282","12,417","1,805",916,889,"25,835","13,167","12,668"
King,53033,2020,10-14,"130,286","66,835","63,451","66,407","34,174","32,232","11,252","5,764","5,488","1,807",936,871,"23,867","12,259","11,608","1,769",966,804,"25,185","12,736","12,449"
King,53033,2020,15-19,"125,955","64,091","61,864","66,306","33,851","32,455","10,728","5,539","5,189","1,939",988,951,"24,145","12,015","12,131","1,848",891,957,"20,988","10,808","10,181"
King,53033,2020,20-24,"145,080","74,267","70,813","77,810","40,124","37,686","10,753","5,433","5,319","1,959","1,016",943,"33,905","17,452","16,453","1,960",979,981,"18,694","9,263","9,431"
King,53033,2020,25-29,"199,611","103,026","96,585","113,028","58,682","54,345","12,710","6,488","6,222","2,213","1,201","1,012","49,411","25,598","23,813","2,112","1,093","1,018","20,137","9,963","10,175"
King,53033,2020,30-34,"206,188","105,987","100,201","121,418","63,560","57,858","13,534","6,917","6,616","2,324","1,218","1,107","49,296","24,424","24,871","1,877",921,956,"17,740","8,947","8,793"
King,53033,2020,35-39,"189,638","97,231","92,407","113,191","59,632","53,559","13,265","6,862","6,403","2,140","1,154",986,"43,963","21,070","22,894","1,638",818,820,"15,441","7,695","7,746"
King,53033,2020,40-44,"161,217","81,803","79,414","97,614","50,743","46,871","11,499","5,986","5,513","2,032","1,083",950,"36,263","17,150","19,114","1,494",727,767,"12,315","6,115","6,200"
King,53033,2020,45-49,"149,567","75,356","74,211","93,295","48,391","44,905","10,284","5,376","4,908","1,802",952,850,"32,992","15,199","17,793","1,226",601,625,"9,968","4,838","5,131"
King,53033,2020,50-54,"143,015","72,272","70,743","95,772","49,572","46,200","9,683","5,095","4,589","1,752",949,803,"26,499","12,100","14,399","1,061",537,524,"8,248","4,020","4,228"
King,53033,2020,55-59,"136,357","68,361","67,996","95,213","48,510","46,703","9,264","4,883","4,381","1,424",732,692,"22,770","10,489","12,281",890,470,420,"6,796","3,277","3,519"
King,53033,2020,60-64,"125,486","61,676","63,810","90,423","45,252","45,171","8,136","4,148","3,989","1,189",602,588,"19,497","8,723","10,773",735,319,416,"5,506","2,632","2,873"
King,53033,2020,65-69,"103,966","49,591","54,375","76,560","37,115","39,445","6,133","3,002","3,130",810,380,429,"16,420","7,170","9,250",456,212,244,"3,587","1,710","1,877"
King,53033,2020,70-74,"80,934","37,095","43,839","61,348","28,433","32,915","4,184","1,924","2,260",486,232,254,"12,307","5,351","6,956",315,131,184,"2,294","1,024","1,270"
King,53033,2020,75-79,"52,509","23,489","29,020","40,735","18,355","22,381","2,216","1,040","1,176",290,109,181,"7,858","3,374","4,484",184,80,104,"1,225",531,694
King,53033,2020,80-84,"33,084","14,013","19,071","25,513","10,748","14,765","1,240",544,696,152,72,79,"5,396","2,318","3,077",98,35,62,685,295,391
King,53033,2020,85+,"35,709","12,964","22,745","28,920","10,526","18,394","1,052",365,686,158,84,74,"4,911","1,781","3,130",64,30,34,605,178,427
King,53033,2020,Total,"2,269,675","1,136,647","1,133,028","1,383,121","698,950","684,172","158,329","80,706","77,623","25,406","13,174","12,232","459,556","222,255","237,301","21,308","10,655","10,653","221,955","110,908","111,047"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Kitsap,53035,2020,0-4,"14,618","7,535","7,083","9,753","5,104","4,649",494,249,245,330,147,183,448,235,213,191,96,96,"3,402","1,704","1,698"
Kitsap,53035,2020,5-9,"15,749","7,993","7,756","10,665","5,396","5,269",431,217,214,397,214,182,505,227,278,247,161,86,"3,504","1,778","1,727"
Kitsap,53035,2020,10-14,"16,114","8,245","7,869","11,101","5,769","5,332",441,229,213,337,163,174,611,299,313,199,100,99,"3,425","1,685","1,740"
Kitsap,53035,2020,15-19,"15,827","8,273","7,554","10,850","5,720","5,130",566,339,226,379,195,184,869,422,447,253,127,126,"2,911","1,470","1,441"
Kitsap,53035,2020,20-24,"19,684","11,907","7,777","13,951","8,523","5,428","1,287",842,445,454,272,182,"1,089",612,477,286,153,133,"2,618","1,505","1,113"
Kitsap,53035,2020,25-29,"19,523","10,734","8,789","14,253","7,863","6,390",969,617,352,395,201,194,"1,066",516,550,329,190,139,"2,510","1,348","1,163"
Kitsap,53035,2020,30-34,"18,841","9,820","9,021","14,255","7,542","6,713",730,454,277,419,182,237,"1,021",471,550,293,141,153,"2,122","1,031","1,092"
Kitsap,53035,2020,35-39,"18,126","9,339","8,787","14,047","7,357","6,691",593,369,224,354,171,183,"1,016",409,606,237,118,119,"1,879",915,964
Kitsap,53035,2020,40-44,"15,687","7,846","7,841","12,113","6,164","5,949",458,295,163,299,120,178,"1,019",406,613,211,120,91,"1,588",741,847
Kitsap,53035,2020,45-49,"14,881","7,456","7,425","11,880","5,999","5,882",416,293,123,335,160,175,970,375,595,184,94,90,"1,096",536,560
Kitsap,53035,2020,50-54,"16,347","7,940","8,407","13,338","6,580","6,758",398,217,182,242,107,136,"1,165",433,731,188,95,93,"1,016",508,507
Kitsap,53035,2020,55-59,"18,893","9,108","9,785","15,692","7,741","7,951",456,253,204,271,105,166,"1,281",406,875,164,88,76,"1,028",516,512
Kitsap,53035,2020,60-64,"19,085","9,161","9,924","16,175","7,888","8,287",412,242,170,276,156,120,"1,187",399,787,153,59,94,883,416,466
Kitsap,53035,2020,65-69,"17,828","8,421","9,407","15,432","7,419","8,013",307,180,126,227,115,112,"1,032",338,694,119,49,70,711,320,392
Kitsap,53035,2020,70-74,"14,695","6,880","7,815","13,113","6,243","6,869",169,83,87,129,60,69,749,259,489,86,38,48,450,197,253
Kitsap,53035,2020,75-79,"9,541","4,516","5,025","8,614","4,123","4,491",101,49,52,80,28,53,422,142,281,54,27,28,269,148,121
